Category	Icon	Colour	Name	Source type	Source name	Overview pin	Zones	Requirements	Requires flying?	Added in	Projected popularity	Comments	Pins	Areas	See also
				Fished	Open water: Ulduar	40.06, 24.00	Ulduar: Base Camp	Fishing, Group	TRUE	Phase 1	0	Contrary to what you'd think, not only fished from Freya's pool but also the water in which Ignis the Furnacemaster quenches his products. If the fish weren't glass before, they are now.	40.1 28.4		
			Imperial Manta Ray												
				Fished	Imperial Manta Ray School: Borean Tundra	26.19, 66.65	Borean Tundra	Fishing	FALSE	Phase 1	2	Found all around the coast. Since they seem plentiful and only make haste food, shouldn't be an issue.		26.2 46.6; 24.2 56.8; 33.0 69.2; 35.1 75.0; 40.6 76.1; 42.8 78.3; 51.1 78.6; 58.1 64.7; 61.9 63.7; 71.5 51.7; 91.8 42.7; 92.9 44.4; 79.1 54.5; 74.1 63.3; 69.0 65.0; 62.5 77.0; 61.6 82.6; 54.1 86.4; 40.6 77.9; 31.2 79.1; 21.1 59.7; 20.6 50.3	
				Fished	Imperial Manta Ray School: Howling Fjord	67.20, 84.30	Howling Fjord	Fishing	FALSE	Phase 1	2	Found all around the coast. Since they seem plentiful and only make haste food, shouldn't be an issue.		78.8 9.7;80.2 22.7; 83.8 41.7; 81.3 37.6; 80.5 32.9; 79.7 27.2; 78.5 23.4|55.7 83.2;67.1 81.3; 69.6 83.0; 61.9 87.7|31.5 37.8; 29.2 39.2; 30.3 48.8; 31.9 53.1; 26.1 51.6; 26.1 51.6; 23.5 57.8; 23.2 62.2; 20.7 64.6; 17.7 55.1; 28.0 38.0|24.1 76.2; 31.0 76.9; 36.9 90.0; 33.4 86.3; 27.4 87.2	
				Fished	Imperial Manta Ray School: Dragonblight	56.25, 67.67	Dragonblight	Fishing	FALSE	Phase 1	2	Found all around the coast. Since they seem plentiful and only make haste food, shouldn't be an issue.		12.8 61.7; 26.5 68.7; 40.6 77.4; 54.9 73.5; 43.1 80.7; 34.9 80.5|67.8 79.0; 74.7 78.4; 80.1 72.4; 84.5 72.2; 90.1 78.4; 86.5 75.5; 78.2 76.6; 72.1 82.3	
				Fished	Imperial Manta Ray School: Grizzly Hills	64.01, 68.28	Grizzly Hills	Fishing	FALSE	Phase 1	2	Found all around the coast. Since they seem plentiful and only make haste food, shouldn't be an issue.		76.2 23.1; 82.1 24.8; 83.1 28.9; 84.0 50.6; 80.3 43.1; 73.3 31.6|10.4 79.6; 21.2 84.6; 15.9 88.5; 11.9 87.7	
				Fished	Open water	~	Any	Fishing	FALSE	Phase 1	0	Anywhere on the coast.			
			Magic Eater												
				Fished	Dalaran Sewers	49.59, 42.85	Dalaran: Sewers	Fishing	FALSE	Phase 1	0	Will give you some random food buff, or transform you. Impractical.			
			Moonglow Cuttlefish												
				Fished	Moonglow Cuttlefish School	33.26, 66.45	Borean Tundra	Fishing	FALSE	Phase 1	2	See Deep Sea Monsterbelly with which it shares spawns. Only found near icebergs. Slightly more useful but still not really as their only use is making Spirit food.		81.6, 56.5; 84.2, 59.9; 83.5, 60.9; 78.9, 58.5	Meat, Deep Sea Monsterbelly
				Fished	Moonglow Cuttlefish School	63.53, 76.72	Howling Fjord	Fishing	FALSE	Phase 1	2	See Deep Sea Monsterbelly with which it shares spawns. Only found near icebergs. Slightly more useful but still not really as their only use is making Spirit food.	14.5, 54.6; 73.5, 83.4		Meat, Deep Sea Monsterbelly
				Fished	Moonglow Cuttlefish School	49.99, 67.67	Dragonblight	Fishing	FALSE	Phase 1	2	See Deep Sea Monsterbelly with which it shares spawns. Only found near icebergs. Slightly more useful but still not really as their only use is making Spirit food.	58.4, 84.7		Meat, Deep Sea Monsterbelly
			Musselback Sculpin												
				Fished	Musselback Sculpin School	22.11, 63.39	Borean Tundra	Fishing	FALSE	Phase 1	3	Found in Borean Tundra's lakes, some of which are pools in caves. Make attack power food and Fish Feast.	51.4 33.2; 60.8 49.1; 51.4 44.8; 48.8 58.8; 55.5 13.0		
				Fished	Open water: Lake Wintergrasp	36.19, 50.84	Lake Wintergrasp	Fishing	FALSE	Phase 1?	0	This drop was added later, but may be in at launch. It's a good place to fish for them.		32.7 15.4; 36.5 26.4; 36.2 28.2; 33.9 30.1; 27.7 32.4; 29.0 45.3; 36.6 49.3; 36.6 37.9; 37.8 34.7; 39.0 39.0; 39.9 44.1; 40.9 48.1; 37.8 50.7; 39.2 53.8; 45.6 52.3; 46.1 48.2; 48.6 54.1; 51.4 53.3; 49.4 43.6; 50.7 44.1; 53.7 52.1; 56.7 50.2; 63.4 53.0; 66.6 52.5; 65.7 48.4; 69.2 48.2; 69.5 42.0; 65.7 42.6; 63.8 42.1; 66.5 39.4; 67.9 39.4; 69.1 35.8; 70.5 35.4; 71.4 42.9; 74.1 42.3; 75.0 39.1; 79.9 41.7; 79.6 46.9; 75.6 46.5; 72.4 49.1; 69.6 51.2; 67.9 56.1; 66.8 58.9; 63.2 62.7; 63.1 55.6; 61.2 53.2; 55.4 53.4; 52.2 57.2; 44.6 60.1; 39.1 55.6; 26.2 53.9; 25.1 49.5; 25.8 44.0; 21.0 37.6; 24.3 25.2; 29.3 23.7|56.1 66.6; 60.1 70.9; 63.2 67.7; 65.7 70.8; 69.7 68.6; 75.6 70.4; 79.1 69.6; 80.5 76.6; 79.1 78.6; 76.6 73.8; 70.8 72.7; 66.5 74.7; 62.8 80.6; 60.0 77.0; 55.7 79.3; 51.1 79.8; 48.8 82.4; 42.3 82.3; 41.0 78.7; 41.3 75.4; 47.2 79.0; 55.7 75.4	
				Fished	Open water: Borean Tundra	21.02, 61.45	Borean Tundra	Fishing	FALSE	Phase 1	0	Prefers lakes, but apparently also found at Borean Tundra's coast.	51.4 33.2; 60.8 49.1; 51.4 44.8; 48.8 58.8; 55.5 13.0	26.2 46.6; 24.2 56.8; 33.0 69.2; 35.1 75.0; 40.6 76.1; 42.8 78.3; 51.1 78.6; 58.1 64.7; 61.9 63.7; 71.5 51.7; 91.8 42.7; 92.9 44.4; 79.1 54.5; 74.1 63.3; 69.0 65.0; 62.5 77.0; 61.6 82.6; 54.1 86.4; 40.6 77.9; 31.2 79.1; 21.1 59.7; 20.6 50.3	
				Fished	Open water: Zul'Drak	65.09, 49.61	Zul'Drak	Fishing	FALSE	Phase 1	0	Prefers lakes	55.5 47.1; 36.8 86.7		
				Fished	Open water: Dragonblight	45.10, 63.76	Dragonblight	Fishing	FALSE	Phase 1	0	Prefers lakes	39.9 67.8; 12.9 45.4; 22.7 39.1	92.6 23.5; 92.0 30.1; 94.0 58.2; 92.9 68.0; 92.3 67.3; 92.9 57.0; 90.0 38.5; 90.4 26.4	
			Nettlefish												
				Fished	Nettlefish School	26.39, 43.26	Sholazar Basin	Fishing	FALSE	Phase 1	2	All around the zone.		35.4 35.2; 40.4 33.7; 38.8 36.2; 46.1 43.4; 46.2 45.4; 41.9 45.0; 37.6 40.7; 34.5 41.1; 34.2 37.1|45.6 48.5; 49.0 50.6; 49.6 62.2; 54.7 61.4; 57.6 54.4; 59.3 50.1; 67.5 42.1; 68.6 43.8; 64.1 51.4; 60.7 52.9; 59.5 52.4; 56.6 60.5; 62.8 67.2; 70.1 65.6; 74.2 63.6; 73.6 67.5; 71.5 68.5; 68.6 67.0; 62.7 69.0; 56.7 64.5; 49.8 64.8; 49.1 71.3; 46.6 74.7; 46.3 73.5; 48.3 71.0; 48.3 66.5; 44.9 61.9; 39.4 64.0; 37.8 63.0; 37.3 61.5; 43.5 60.4; 48.0 60.8; 48.6 52.0; 44.5 49.3|44.3 78.6; 48.8 82.1; 62.6 85.3; 61.8 87.0; 50.0 86.5; 44.5 81.1|24.4 59.2; 31.5 63.5; 21.6 61.1	
				Fished	Open water: Sholazar Basin	28.50, 44.18	Sholazar Basin	Fishing	FALSE	Phase 1	0	Can be fished anywhere here.		35.4 35.2; 40.4 33.7; 38.8 36.2; 46.1 43.4; 46.2 45.4; 41.9 45.0; 37.6 40.7; 34.5 41.1; 34.2 37.1|45.6 48.5; 49.0 50.6; 49.6 62.2; 54.7 61.4; 57.6 54.4; 59.3 50.1; 67.5 42.1; 68.6 43.8; 64.1 51.4; 60.7 52.9; 59.5 52.4; 56.6 60.5; 62.8 67.2; 70.1 65.6; 74.2 63.6; 73.6 67.5; 71.5 68.5; 68.6 67.0; 62.7 69.0; 56.7 64.5; 49.8 64.8; 49.1 71.3; 46.6 74.7; 46.3 73.5; 48.3 71.0; 48.3 66.5; 44.9 61.9; 39.4 64.0; 37.8 63.0; 37.3 61.5; 43.5 60.4; 48.0 60.8; 48.6 52.0; 44.5 49.3|44.3 78.6; 48.8 82.1; 62.6 85.3; 61.8 87.0; 50.0 86.5; 44.5 81.1|24.4 59.2; 31.5 63.5; 21.6 61.1	
				Fished	Open water: Lake Wintergrasp	34.55, 50.50	Lake Wintergrasp	Fishing	FALSE	Phase 1?	0	Can be fished anywhere here.		32.7 15.4; 36.5 26.4; 36.2 28.2; 33.9 30.1; 27.7 32.4; 29.0 45.3; 36.6 49.3; 36.6 37.9; 37.8 34.7; 39.0 39.0; 39.9 44.1; 40.9 48.1; 37.8 50.7; 39.2 53.8; 45.6 52.3; 46.1 48.2; 48.6 54.1; 51.4 53.3; 49.4 43.6; 50.7 44.1; 53.7 52.1; 56.7 50.2; 63.4 53.0; 66.6 52.5; 65.7 48.4; 69.2 48.2; 69.5 42.0; 65.7 42.6; 63.8 42.1; 66.5 39.4; 67.9 39.4; 69.1 35.8; 70.5 35.4; 71.4 42.9; 74.1 42.3; 75.0 39.1; 79.9 41.7; 79.6 46.9; 75.6 46.5; 72.4 49.1; 69.6 51.2; 67.9 56.1; 66.8 58.9; 63.2 62.7; 63.1 55.6; 61.2 53.2; 55.4 53.4; 52.2 57.2; 44.6 60.1; 39.1 55.6; 26.2 53.9; 25.1 49.5; 25.8 44.0; 21.0 37.6; 24.3 25.2; 29.3 23.7|56.1 66.6; 60.1 70.9; 63.2 67.7; 65.7 70.8; 69.7 68.6; 75.6 70.4; 79.1 69.6; 80.5 76.6; 79.1 78.6; 76.6 73.8; 70.8 72.7; 66.5 74.7; 62.8 80.6; 60.0 77.0; 55.7 79.3; 51.1 79.8; 48.8 82.4; 42.3 82.3; 41.0 78.7; 41.3 75.4; 47.2 79.0; 55.7 75.4	
				Fished	Open water: Ulduar	40.06, 24.00	Ulduar: Base Camp	Fishing, Group	FALSE	Phase 1	0	Contrary to what you'd think, not only fished from Freya's pool but also the water in which Ignis the Furnacemaster quenches his products. If the fish weren't nettley before, they are now.	40.1 28.4		
			Northern Egg												
				Drop	Any bird	~	Any	~	FALSE	Phase 1	0	Only make Tasty Cupcakes, and a single egg will get you more than the cupcakes you need for both related achievements.			
			Rhino Meat												
				Drop	Ice Steppe Rhinos	58.77, 27.03	Storm Peaks	~	TRUE	Phase 1	1	The rhinos around the Engine of the Makers are more plentiful and while they don't hyperspawn, should be plentiful for you. There are also Romping Rhinos north of Camp Tunkalo, but they are much farther from Dalaran, there's fewer of them, and they are more deadly.		41.0 53.0; 45.6 56.4; 46.6 63.4; 39.8 61.6; 37.8 58.0; 38.2 55.2|61.4 42.2; 65.0 41.4; 67.6 46.6; 67.6 47.6; 65.8 48.6; 62.6 45.6	
				Drop	Wooly Rhinos	23.26, 63.15	Borean Tundra	~	FALSE	Phase 1	1	Grouped up, easy to kill, really close to your starting town.		42.6 47.8; 45.0 40.2; 46.0 41.6; 46.6 44.6; 46.2 47.0; 44.8 47.8|49.8 67.4; 51.0 69.6; 49.6 74.6; 41.6 74.2; 46.2 70.4	
				Drop	Shardhorn Rhino	26.39, 43.26	Sholazar Basin	~	FALSE	Phase 1	1	Quest-relevant and pretty spread.		37.4 52.6; 37.8 44.0; 39.2 43.8; 42.6 49.0|22.2 55.8; 23.6 50.6; 29.6 40.6; 32.6 39.6; 32.6 41.6; 30.0 53.0; 32.8 57.0; 30.0 60.6; 28.4 60.0; 27.8 54.2; 22.4 57.6	
			Rockfin Grouper												
				Fished	Open ocean water	~	Any	Fishing	FALSE	Phase 1	0	If you want specifically these, fishing farther away from the coast in the ocean seems to help. But why would you.			
			Sewer Carp												
				Fished	Dalaran Sewers	49.59, 42.85	Dalaran: Sewers	Fishing	FALSE	Phase 1	0	Simply fish in open water while hunting for The Limnologist (for they serve no other purpose.)	61.6 14.7	40.5 26.2; 60.7 53.3; 47.0 73.5; 29.9 50.7; 34.2 44.9; 34.5 31.2	
			Shimmering Minnow												
				Fished	Water outside the Violet Hold	49.59, 42.85	Dalaran	Fishing	FALSE	Phase 1	0	Simply fish in open water while hunting for The Limnologist (for they serve no other purpose.)		65.1 54.4; 69.8 62.4; 66.8 66.0; 62.9 61.5|63.5 65.3; 65.4 68.1; 64.5 73.8; 60.7 71.9; 57.5 68.5; 59.3 66.4; 61.7 68.5	
			Shoveltusk Flank												
				Drop	Any Shoveltusk	73.66, 81.31	Howling Fjord	~	FALSE	Phase 1	2	They're not exactly hard to find and always grouped. They do make spell power food however, so be ready to check a few spots if necessary.		24.6 14.6; 29.2 22.6; 29.4 24.2; 29.0 30.8; 31.6 30.0; 34.8 25.4; 39.4 21.8; 41.0 31.8; 40.0 34.6; 37.0 32.2; 31.6 35.6; 29.0 30.8; 27.4 30.6; 24.2 14.8|57.6 33.0; 58.8 35.0; 59.0 39.2; 56.2 37.4; 56.4 34.6|29.2 58.4; 30.6 59.6; 32.6 66.2; 29.4 67.0; 26.4 61.8|69.8 48.6; 70.4 43.4; 73.2 39.6; 74.2 39.4; 78.8 45.6; 76.8 49.8|70.8 56.4; 74.2 55.8; 76.8 62.0; 76.6 66.6; 73.2 65.6; 71.0 65.8; 68.6 73.0; 67.4 71.4|34.4 39.4; 40.6 39.6; 42.0 43.8; 41.0 46.8; 36.8 44.8; 36.2 53.6; 33.4 48.2|44.8 59.2; 47.8 63.6; 53.8 59.0; 57.4 72.2; 53.4 76.4; 48.0 73.8; 44.6 68.4; 42.8 64.2	
			Slippery Eel												
				Fished	Water outside the Violet Hold	49.59, 42.85	Dalaran	Fishing	FALSE	Phase 1	0	Simply fish in open water near the prison.		65.1 54.4; 69.8 62.4; 66.8 66.0; 62.9 61.5|63.5 65.3; 65.4 68.1; 64.5 73.8; 60.7 71.9; 57.5 68.5; 59.3 66.4; 61.7 68.5	
			Succulent Clam Meat												
				Drop	Clams	~	Any	~	FALSE	Phase 1	0	Find clams on any fishy mob or while fishing.			Other, Brooding Darkwater Clam; Other, Darkwater Clam; Other, Giant Darkwater Clam
			Wild Turkey												
				Drop	Elwynn Forest	~	Elwynn Forest	~	FALSE	Phase 1	3	Only relevant and present during the harvest festival. Found absolutely everywhere around the zone, so you need only find a quiet spot.		50.3, 26.7; 52.1, 35.8; 56.9, 42.0; 57.4, 48.1; 61.7, 47.5; 71.2, 36.6; 75.8, 37.1; 79.0, 41.2; 82.0, 58.0; 87.9, 62.9; 91.1, 74.0; 92.0, 85.3; 61.3, 82.5; 48.7, 87.3; 39.8, 91.6; 33.2, 89.7; 26.4, 95.7; 22.5, 75.2; 32.3, 53.5; 43.0, 53.4	
				Drop	Tirisfal Glades	~	Tirisfal Glades	~	FALSE	Phase 1	3	Only relevant and present during the harvest festival. Found absolutely everywhere around the zone, so you need only find a quiet spot.		25.3, 47.4; 38.0, 39.2; 43.4, 28.5; 52.5, 26.2; 64.9, 29.7; 79.8, 23.8; 90.8, 39.9; 89.4, 53.2; 70.5, 66.4; 51.9, 64.3; 47.3, 70.4; 29.2, 72.4; 23.3, 60.0	
			Worg Haunch												
				Drop	Graymist Hunter	65.84, 63.46	Grizzly Hills	~	FALSE	Phase 1	2	Quest-related but plentiful. See also Duskhowl Prowlers, but there's fewer of them and they are far away.		13.8 48.8; 15.8 49.6; 15.8 54.6; 13.6 56.0; 12.2 55.8|26.0 66.2; 26.2 67.6; 25.2 70.6; 24.2 71.8; 24.4 66.8; 19.6 59.0; 24.0 48.0; 26.8 56.2; 22.8 58.4|18.6 64.0; 19.6 68.0; 18.0 67.6; 17.6 63.0	
				Drop	Cavedweller Worg	63.33, 24.38	Storm Peaks	~	TRUE	Phase 1	1	Found deep in Gimorak's Den northeast of the Engine of the Makers. Gimorak himself is quest-relevant, but the worgs are not. They are not plentiful and take about 5 minutes to respawn. If you are having trouble looting these, first kill the worms they fight and let them reset to full health to get loot credit.		48.6 46.4; 49.2 52.8; 46.6 55.6; 47.0 46.0	
				Drop	Spearfang Worg	68.49, 83.66	Howling Fjord	~	FALSE	Phase 1	1	There's not many of them and they are quite spread, but they annoyingly slaughter shoveltusks while stealing all the loot, so you'll be doing the world a favour.		30.2 57.4; 30.8 62.6; 32.2 62.0; 32.8 64.8; 31.2 69.0; 30.0 69.2; 26.4 60.8; 28.2 57.8	
				Drop	Fanggore Worg	67.61, 73.56	Howling Fjord	~	FALSE	Phase 1	1	Share the Rivenwood with spiders. Lots of spiders.		29.2 6.0; 29.0 22.2; 26.0 20.8; 25.2 11.8; 27.6 4.8|26.6 31.0; 32.6 32.6; 31.2 33.2| 37.6 30.4; 39.6 26.6; 39.8 32.0;	
			Worm Meat												
				Drop	Ice Heart Jormungars	46.59, 50.50	Dragonblight	~	FALSE	Phase 1	2	Quest-related but plentiful. Will respawn as fast as you kill them. Supposedly have an acid attack that is very deadly but can be mitigated by reading quest text.		51.4 18.0; 54.8 11.4; 59.2 12.4; 60.8 18.6; 59.0 17.0; 56.2 12.0; 51.4 18.0	
				Drop	Infesting Jormungar	63.33, 24.38	Storm Peaks	~	TRUE	Phase 1	1	Found in Gimorak's Den northeast of the Engine of the Makers.		48.6 46.4; 49.2 52.8; 46.6 55.6; 47.0 46.0	
				Drop	Ravenous Jormungar, Roaming Jormungar	63.73, 30.61	Storm Peaks	~	TRUE	Phase 1	2	Easy to grab on your questing route for the Sons of Hodir.		54.2 61.0; 55.2 60.6; 58.4 60.2; 58.8 62.0; 56.0 66.6; 54.6 64.8; 53.8 62.8	
				Drop	Jormungar Tunneler	46.12, 51.32	Dragonblight	~	FALSE	Phase 1	1	Found on the surface on the west end of the Crystal Vice. They're just having a good time, worming, tunnelling.		48.8 22.0; 53.2 22.4; 53.8 26.6; 52.6 26.6; 49.0 24.6	
Metal	Titanium Ore	#cccccc													
			Cobalt Bar												
				Crafted	Smelt Cobalt	~	~	Mining	FALSE	Phase 1	0	1 Cobalt Ore per bar.			Metal, Cobalt Ore
			Cobalt Ore												
				Mined	Cobalt Deposit: Zul'Drak	67.20, 40.71	Zul'Drak	Mining	FALSE	Phase 1	3	Rich deposits replace any regular Cobalt Deposit spawn. As far as I've been able to determine, there is nowhere that Rich deposits spawn where regulars don't, or where Rich deposits spawn more often. It seems to spawn everywhere except for the southeast of the snowy region, for lack of rocks.		70.7 24.6; 78.9 22.5; 80.6 25.5; 73.2 34.7; 69.2 32.7|76.6 46.9; 75.0 50.9; 71.5 52.0; 69.9 49.1; 71.6 46.7|57.8 34.7; 56.1 47.9; 58.5 54.7; 61.5 58.8; 59.2 60.0; 52.8 56.8; 52.6 34.5; 54.0 33.0; 56.9 33.5|31.9 39.2; 47.6 40.1; 45.5 51.0; 37.0 55.5;38.8 67.8; 35.5 72.9; 38.6 79.7; 39.5 84.2; 31.9 83.1; 28.3 69.5; 23.7 71.1; 20.0 76.5; 11.6 78.1; 16.1 57.6; 20.9 47.5; 25.2 63.2; 30.1 64.6|49.1 66.9; 60.2 74.8; 60.1 84.3; 54.7 79.7; 45.0 84.9; 42.7 84.5; 44.5 75.4	
				Mined	Cobalt Deposit: Howling Fjord	71.01, 70.29	Howling Fjord	Mining	FALSE	Phase 1	3	Rich deposits replace any regular Cobalt Deposit spawn. As far as I've been able to determine, there is nowhere that Rich deposits spawn where regulars don't, or where Rich deposits spawn more often. Flying is not necessary but advised as the zone's crags hold many spawns. Note the plain areas in the middle have no spawns.		38.5 7.3; 44.8 10.5; 45.6 13.3; 55.4 14.8; 59.5 23.1; 64.0 23.1; 69.2 9.6; 72.7 12.5; 73.7 19.5; 70.8 32.3; 70.6 35.9; 67.0 31.1; 59.7 26.1; 55.9 18.5; 46.1 15.8; 38.2 18.8; 37.5 11.9|80.5 32.7; 80.7 36.2; 78.2 39.5; 79.8 45.4; 77.9 48.7; 77.0 46.1; 73.3 44.1; 76.7 35.5|74.9 56.1; 76.7 64.9; 74.9 69.9; 72.1 68.8; 71.3 73.7; 67.8 76.5; 65.0 72.8; 64.2 68.0; 67.3 59.1; 64.8 47.8; 69.7 57.7|50.7 30.8; 57.1 34.5; 63.5 37.2; 65.2 39.5; 63.1 41.1; 58.8 39.9; 54.3 36.3; 48.4 37.6|62.0 52.6; 62.7 61.4; 62.0 62.7|39.6 26.7; 41.8 31.8; 39.9 32.2; 37.7 30.5| 27.7 4.9; 29.6 6.2; 30.7 11.2; 27.8 15.8; 27.9 22.5; 26.5 31.0; 18.8 22.9; 23.6 17.6; 22.6 13.5; 26.5 13.1|45.6 51.5; 54.8 57.8; 56.8 65.1; 59.6 67.5; 59.0 75.2; 62.3 82.5; 52.8 75.8; 47.9 74.7; 45.8 71.6|33.8 49.6; 37.9 55.6; 36.3 54.7; 34.2 52.5|27.1 54.1; 30.0 56.4; 32.3 62.0; 31.2 69.1| 33.9 74.2; 37.4 74.3; 36.2 77.9; 33.5 79.4	
				Mined	Cobalt Deposit: Borean Tundra	24.35, 59.99	Borean Tundra	Mining	FALSE	Phase 1	3	Rich deposits replace any regular Cobalt Deposit spawn. As far as I've been able to determine, there is nowhere that Rich deposits spawn where regulars don't, or where Rich deposits spawn more often. There are large plains with no spawns. Being able to fly yourself into and out of Coldarra is recommended, but not required.		30.7 18.0; 31.2 22.6; 39.4 20.7; 37.6 28.8; 29.2 30.0; 23.7 38.7; 21.0 30.2; 23.3 21.5|41.0 13.8; 45.1 12.5; 50.3 15.1; 45.0 22.7|54.5 9.7; 62.8 12.3; 63.5 15.9; 58.7 23.8|60.8 38.0; 74.9 13.8; 77.5 18.6; 80.1 37.1; 79.2 44.2; 92.1 33.7; 94.5 33.0; 89.0 45.8; 74.0 44.7; 74.0 44.7; 64.9 45.1|49.5 31.8; 53.6 35.2; 52.5 43.2; 49.7 51.1; 40.8 42.7; 40.2 38.3; 49.8 39.7|62.3 48.6; 62.8 53.5; 53.5 74.5; 45.5 68.5; 38.8 72.5; 35.0 68.5; 42.5 65.7; 45.8 59.9|28.5 55.9; 31.9 58.3; 32.0 62.8; 22.7 67.1; 23.4 60.5	
				Mined	Cobalt Deposit: Dragonblight	52.78, 60.60	Dragonblight	Mining	FALSE	Phase 1	2	Rich deposits replace any regular Cobalt Deposit spawn. As far as I've been able to determine, there is nowhere that Rich deposits spawn where regulars don't, or where Rich deposits spawn more often. Since most of the zone is a barren wasteland, the best route is likely to follow the southern and eastern lines and poke into the dragon shrines as you pass.		46.1 9.2; 57.5 11.6; 60.5 17.5; 53.1 19.8; 46.5 15.3|70.5 19.9; 86.6 17.6; 81.9 21.3; 79.9 25.5; 76.5 27.7|85.5 42.2; 91.9 46.3; 91.0 51.3|69.6 32.1; 72.1 35.8; 73.6 42.7; 73.0 49.7; 71.1 55.3; 65.2 56.7; 63.7 47.6|65.3 61.0; 70.1 66.6; 66.1 65.5; 64.3 61.3|79.7 68.5; 85.8 65.8; 90.7 75.1; 81.8 69.5; 76.8 75.8|69.9 78.9;74.0 78.3; 73.5 82.8; 70.2 82.6|61.2 73.5; 64.9 71.5; 65.1 77.5|56.3 64.5; 56.5 68.0; 54.5 67.5; 53.6 64.8|54.0 33.8; 58.2 34.1; 57.0 40.5; 54.9 37.2|47.7 44.5; 49.8 51.2; 46.3 53.3; 44.9 47.2|29.7 62.5; 36.5 56.4; 41.7 58.2;46.5 57.0; 50.2 67.2; 39.1 76.9; 30.5 75.6; 27.3 66.622.9 63.7; 17.6 61.7; 13.3 42.9; 15.9 44.3; 18.9 48.8; 18.9 56.3|25.2 37.5; 31.2 45.2; 21.8 41.9	
				Mined	Cobalt Deposit: Grizzly Hills	73.87, 52.44	Grizzly Hills	Mining	FALSE	Phase 1	2	Rich deposits replace any regular Cobalt Deposit spawn. As far as I've been able to determine, there is nowhere that Rich deposits spawn where regulars don't, or where Rich deposits spawn more often. Most nodes in Grizzly Hills are concentrated on the eastern side of the zone as there are many more stark slopes there.		52.2 20.1; 59.0 18.1; 54.0 25.0; 50.2 26.7|64.1 19.5; 70.2 14.3; 76.2 38.8; 81.0 52.3;77.5 49.2; 70.2 38.5; 66.7 39.0|49.1 38.5; 51.3 37.1; 54.3 39.7; 54.5 45.3; 50.6 49.6; 50.1 54.9; 44.8 64.0; 40.8 69.3; 42.7 48.9|53.6 59.6; 61.2 56.3; 69.8 61.2; 78.8 57.5; 78.8 57.5; 80.6 69.2; 72.6 62.5; 60.0 64.8|12.6 34.5; 23.0 27.5; 24.7 31.7; 25.2 40.2; 16.9 37.8; 13.2 63.2; 10.5 45.3|24.5 49.7; 38.5 37.5; 41.3 37.9;29.6 57.0	
				Mined	Cobalt Deposit: Utgarde Keep	78.63, 78.35	Utgarde Keep	Mining, Stealth	FALSE	Phase 1	0	Stealth route: Sneak past the first few packs into the fire room. Pull the chain pulling Vrykul to make the fire despawn. Run through and if possible, pull the second chain puller too and pass his fire. Then vanish. The first deposit is found in the tunnel after Prince Keleseth. It will be necessary to slay a bit of trash to get it, but it's all non-elites except for an elite patrol that can be killed alone or controlled.  Afterwards continue on. Beware the stealth-detecting dogs and randomly leaping Geists. Once on top of the stairs, find the second deposit in the tunnel there, which should be possible to mine while pulling only nonelite trash.  Soloing route: Kill stuff, skip Keleseth if you can't kill him (you should be able to skip him), make your way through. Note that you will have to clear a lot of the dungeon for two nodes, making this potentially unviable even if you can solo the dungeon.	24.5, 84.1		
				Container	Reinforced Crate	~	~	Fishing	FALSE	Phase 1	0	Contains a bit of Cobalt ore, a single Frostweave Cloth, or some Borean Leather Scraps.			Other, Reinforced Crate
				Mined	Ormorok the Tree-Shaper	14.49, 58.46	The Nexus	Mining, Group	FALSE	Phase 1	0	While late on the usual route, could be tackled early.	56.2, 72.7		
				Mined	Krystallus	56.18, 15.91	Halls of Stone	Mining, Group	TRUE	Phase 1	0	Usually tackled early. His section also features two Saronite nodes, making him not a horrible farm.	40.1, 60.4		
				Mined	Forge Construct	57.61, 14.28	Ulduar: Base Camp	Mining, Group	TRUE	Phase 2	0	Requires defeating the early bosses to access and being in a raid, so you get what you get.			
			Saronite Bar												
				Crafted	Smelt Saronite	~	~	Mining	FALSE	Phase 1	0	2 Saronite Ore per bar.			Metal, Saronite Ore
			Saronite Ore												
				Mined	Saronite Deposit: Icecrown	40.06, 34.18	Icecrown	Mining	TRUE	Phase 1	4	Rich deposits replace any regular Saronite Deposit spawn. Deposits are found essentially anywhere in the inner basin of the zone (excluding Onslaught Harbor and southwest Jotunheim). Check also the literal saronite mine in Ymirheim.		53.7 21.9; 64.0 20.3; 66.2 21.6; 68.2 30.4; 66.7 35.4; 69.7 37.8; 75.7 38.5; 78.0 41.5; 76.6 45.5; 77.8 48.7; 84.7 70.8; 67.5 72.9; 62.5 65.5; 62.1 48.6; 55.8 44.0; 56.1 35.1; 53.7 27.8|44.9 26.8; 49.1 30.6; 50.6 35.6; 52.5 45.1; 50.9 50.3; 50.6 53.5; 54.1 59.9; 51.9 62.7; 51.7 68.7; 60.0 73.6; 54.8 79.5; 57.3 82.7; 56.5 90.0; 53.6 91.5; 46.6 83.0; 47.0 71.5; 31.2 71.3; 27.6 63.0; 31.7 45.8; 30.3 41.2; 34.5 24.4	
